"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Aug 18 14:27:55 GMT 2021","Wed Aug 18 14:27:57 GMT 2021","2046","tests","multiple_page_list_test","","","","test_003_user_page",""
"passed","Wed Aug 18 14:27:35 GMT 2021","Wed Aug 18 14:27:35 GMT 2021","31","tests","mod_existing_data_test","","","","test_002_user_check",""
"passed","Wed Aug 18 14:28:33 GMT 2021","Wed Aug 18 14:28:36 GMT 2021","3265","tests","test_003","","","","test_001_login",""
"passed","Wed Aug 18 14:27:57 GMT 2021","Wed Aug 18 14:28:09 GMT 2021","11413","tests","registration_test","","","","test_001_registration",""
"passed","Wed Aug 18 14:28:36 GMT 2021","Wed Aug 18 14:32:32 GMT 2021","236207","tests","test_003","","","","test_002_new_blog_post",""
"passed","Wed Aug 18 14:28:14 GMT 2021","Wed Aug 18 14:28:16 GMT 2021","2126","tests","save_data_frm_ui_test","","","","test_003_save_data",""
"passed","Wed Aug 18 14:27:52 GMT 2021","Wed Aug 18 14:27:55 GMT 2021","3226","tests","multiple_page_list_test","","","","test_001_sign_in",""
"passed","Wed Aug 18 14:28:16 GMT 2021","Wed Aug 18 14:28:24 GMT 2021","8262","tests","sign_in_test","","","","test_001_sign_in",""
"passed","Wed Aug 18 14:27:02 GMT 2021","Wed Aug 18 14:27:16 GMT 2021","13399","tests","delete_article_test","","","","test_003_new_blog_post",""
"passed","Wed Aug 18 14:27:55 GMT 2021","Wed Aug 18 14:27:55 GMT 2021","22","tests","multiple_page_list_test","","","","test_002_user_check",""
"passed","Wed Aug 18 14:28:33 GMT 2021","Wed Aug 18 14:28:33 GMT 2021","45","tests","test_002","","","","test_003_log_out",""
"passed","Wed Aug 18 14:26:59 GMT 2021","Wed Aug 18 14:27:02 GMT 2021","3253","tests","delete_article_test","","","","test_001_sign_in",""
"passed","Wed Aug 18 14:26:50 GMT 2021","Wed Aug 18 14:26:51 GMT 2021","372","tests","cookie_test","","","","test_001_cookie",""
"passed","Wed Aug 18 14:27:18 GMT 2021","Wed Aug 18 14:27:30 GMT 2021","12172","tests","delete_article_test","","","","test_005_delete_article",""
"broken","Wed Aug 18 14:27:57 GMT 2021","Wed Aug 18 14:27:57 GMT 2021","1","tests","multiple_page_list_test","","","","test_005_check_page_numbers",""
"passed","Wed Aug 18 14:27:16 GMT 2021","Wed Aug 18 14:27:18 GMT 2021","2052","tests","delete_article_test","","","","test_004_user_page",""
"passed","Wed Aug 18 14:27:57 GMT 2021","Wed Aug 18 14:27:57 GMT 2021","27","tests","multiple_page_list_test","","","","test_004_pages",""
"passed","Wed Aug 18 14:26:51 GMT 2021","Wed Aug 18 14:26:59 GMT 2021","8339","tests","cookie_test","","","","test_002_sign_in",""
"passed","Wed Aug 18 14:28:33 GMT 2021","Wed Aug 18 14:28:33 GMT 2021","27","tests","test_002","","","","test_002_user_check",""
"passed","Wed Aug 18 14:27:35 GMT 2021","Wed Aug 18 14:27:52 GMT 2021","16647","tests","mod_existing_data_test","","","","test_003_mod_data",""
"passed","Wed Aug 18 14:28:24 GMT 2021","Wed Aug 18 14:28:24 GMT 2021","29","tests","sign_in_test","","","","test_002_user_check",""
"passed","Wed Aug 18 14:28:09 GMT 2021","Wed Aug 18 14:28:14 GMT 2021","5263","tests","save_data_frm_ui_test","","","","test_001_sign_in",""
"passed","Wed Aug 18 14:27:02 GMT 2021","Wed Aug 18 14:27:02 GMT 2021","23","tests","delete_article_test","","","","test_002_user_check",""
"passed","Wed Aug 18 14:28:24 GMT 2021","Wed Aug 18 14:28:33 GMT 2021","8269","tests","test_002","","","","test_001_sign_in",""
"passed","Wed Aug 18 14:27:30 GMT 2021","Wed Aug 18 14:27:35 GMT 2021","5289","tests","mod_existing_data_test","","","","test_001_sign_in",""
"passed","Wed Aug 18 14:28:14 GMT 2021","Wed Aug 18 14:28:14 GMT 2021","25","tests","save_data_frm_ui_test","","","","test_002_user_check",""
"passed","Wed Aug 18 14:26:59 GMT 2021","Wed Aug 18 14:26:59 GMT 2021","27","tests","cookie_test","","","","test_003_user_check",""
