"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Aug 13 20:31:14 GMT 2021","Fri Aug 13 20:31:14 GMT 2021","76","tests","test_002","","","","test_003_log_out",""
"passed","Fri Aug 13 20:31:40 GMT 2021","Fri Aug 13 20:31:47 GMT 2021","6427","tests","test_first","","","","test_sign_in",""
"passed","Fri Aug 13 20:30:57 GMT 2021","Fri Aug 13 20:30:58 GMT 2021","430","tests","test_001","","","","test_001_cookie",""
"passed","Fri Aug 13 20:30:58 GMT 2021","Fri Aug 13 20:31:06 GMT 2021","8325","tests","test_001","","","","test_002_sign_in",""
"broken","Fri Aug 13 20:31:19 GMT 2021","Fri Aug 13 20:31:24 GMT 2021","5017","tests","test_003","","","","test_002_new_blog_post",""
"passed","Fri Aug 13 20:31:14 GMT 2021","Fri Aug 13 20:31:14 GMT 2021","28","tests","test_002","","","","test_002_user_check",""
"passed","Fri Aug 13 20:30:49 GMT 2021","Fri Aug 13 20:30:57 GMT 2021","8482","tests","sign_in_test","","","","test_sign_in",""
"passed","Fri Aug 13 20:31:24 GMT 2021","Fri Aug 13 20:31:40 GMT 2021","15800","tests","test_first","","","","test_registration",""
"passed","Fri Aug 13 20:31:47 GMT 2021","Fri Aug 13 20:32:03 GMT 2021","16014","tests","test_first","","","","test_new_blogpost",""
"broken","Fri Aug 13 20:31:14 GMT 2021","Fri Aug 13 20:31:19 GMT 2021","5019","tests","test_003","","","","test_sign_in",""
"passed","Fri Aug 13 20:31:06 GMT 2021","Fri Aug 13 20:31:14 GMT 2021","8278","tests","test_002","","","","test_001_sign_in",""
