"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Aug 17 11:50:34 GMT 2021","Tue Aug 17 11:50:34 GMT 2021","24","tests","test_delete_article","","","","test_002_user_check",""
"passed","Tue Aug 17 11:46:31 GMT 2021","Tue Aug 17 11:46:34 GMT 2021","3282","tests","test_003","","","","test_001_login",""
"passed","Tue Aug 17 11:45:46 GMT 2021","Tue Aug 17 11:45:58 GMT 2021","11455","tests","registration_test","","","","test_registration",""
"passed","Tue Aug 17 11:50:48 GMT 2021","Tue Aug 17 11:51:00 GMT 2021","12220","tests","test_delete_article","","","","test_005_delete_article",""
"passed","Tue Aug 17 11:45:30 GMT 2021","Tue Aug 17 11:45:46 GMT 2021","16706","tests","mod_existing_data_test","","","","test_003_mod_data",""
"passed","Tue Aug 17 11:46:31 GMT 2021","Tue Aug 17 11:46:31 GMT 2021","50","tests","test_002","","","","test_003_log_out",""
"passed","Tue Aug 17 11:46:31 GMT 2021","Tue Aug 17 11:46:31 GMT 2021","25","tests","test_002","","","","test_002_user_check",""
"passed","Tue Aug 17 11:50:46 GMT 2021","Tue Aug 17 11:50:48 GMT 2021","2054","tests","test_delete_article","","","","test_004_user_page",""
"passed","Tue Aug 17 11:46:14 GMT 2021","Tue Aug 17 11:46:14 GMT 2021","427","tests","test_001","","","","test_001_cookie",""
"passed","Tue Aug 17 11:46:03 GMT 2021","Tue Aug 17 11:46:03 GMT 2021","25","tests","save_data_frm_ui_test","","","","test_002_user_check",""
"passed","Tue Aug 17 11:50:34 GMT 2021","Tue Aug 17 11:50:46 GMT 2021","11478","tests","test_delete_article","","","","test_003_new_blog_post",""
"passed","Tue Aug 17 11:46:14 GMT 2021","Tue Aug 17 11:46:22 GMT 2021","8285","tests","test_001","","","","test_002_sign_in",""
"passed","Tue Aug 17 11:45:24 GMT 2021","Tue Aug 17 11:45:30 GMT 2021","5368","tests","mod_existing_data_test","","","","test_001_sign_in",""
"passed","Tue Aug 17 11:46:05 GMT 2021","Tue Aug 17 11:46:14 GMT 2021","8297","tests","sign_in_test","","","","test_sign_in",""
"passed","Tue Aug 17 11:46:03 GMT 2021","Tue Aug 17 11:46:05 GMT 2021","2253","tests","save_data_frm_ui_test","","","","test_003_save_data",""
"passed","Tue Aug 17 11:45:58 GMT 2021","Tue Aug 17 11:46:03 GMT 2021","5290","tests","save_data_frm_ui_test","","","","test_001_sign_in",""
"passed","Tue Aug 17 11:46:22 GMT 2021","Tue Aug 17 11:46:31 GMT 2021","8328","tests","test_002","","","","test_001_sign_in",""
"passed","Tue Aug 17 11:50:31 GMT 2021","Tue Aug 17 11:50:34 GMT 2021","3309","tests","test_delete_article","","","","test_001_sign_in",""
"passed","Tue Aug 17 11:46:34 GMT 2021","Tue Aug 17 11:50:31 GMT 2021","236726","tests","test_003","","","","test_002_new_blog_post",""
"passed","Tue Aug 17 11:45:30 GMT 2021","Tue Aug 17 11:45:30 GMT 2021","24","tests","mod_existing_data_test","","","","test_002_user_check",""
