"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Aug 13 14:23:38 GMT 2021","Fri Aug 13 14:23:54 GMT 2021","15900","tests","test_first","","","","test_new_blogpost",""
"passed","Fri Aug 13 14:22:54 GMT 2021","Fri Aug 13 14:23:02 GMT 2021","8244","tests","test_002","","","","test_001_sign_in",""
"passed","Fri Aug 13 14:23:16 GMT 2021","Fri Aug 13 14:23:31 GMT 2021","15672","tests","test_first","","","","test_registration",""
"passed","Fri Aug 13 14:22:45 GMT 2021","Fri Aug 13 14:22:46 GMT 2021","454","tests","test_001","","","","test_002_cookie",""
"passed","Fri Aug 13 14:23:31 GMT 2021","Fri Aug 13 14:23:38 GMT 2021","6376","tests","test_first","","","","test_sign_in",""
"broken","Fri Aug 13 14:23:16 GMT 2021","Fri Aug 13 14:23:16 GMT 2021","14","tests","test_003","","","","test_003_log_out",""
"passed","Fri Aug 13 14:23:02 GMT 2021","Fri Aug 13 14:23:02 GMT 2021","91","tests","test_002","","","","test_003_log_out",""
"broken","Fri Aug 13 14:23:11 GMT 2021","Fri Aug 13 14:23:16 GMT 2021","5018","tests","test_003","","","","test_002_user_check",""
"passed","Fri Aug 13 14:22:46 GMT 2021","Fri Aug 13 14:22:54 GMT 2021","8444","tests","test_001","","","","test_002_sign_in",""
"passed","Fri Aug 13 14:23:02 GMT 2021","Fri Aug 13 14:23:02 GMT 2021","23","tests","test_002","","","","test_002_user_check",""
"passed","Fri Aug 13 14:23:02 GMT 2021","Fri Aug 13 14:23:11 GMT 2021","8215","tests","test_003","","","","test_001_sign_in",""
