"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Aug 18 16:19:18 GMT 2021","Wed Aug 18 16:23:13 GMT 2021","235586","tests","new_blog_post_test","","","","test_003_new_blog_post",""
"passed","Wed Aug 18 16:19:12 GMT 2021","Wed Aug 18 16:19:16 GMT 2021","3250","tests","new_blog_post_test","","","","test_001_login",""
"passed","Wed Aug 18 16:18:39 GMT 2021","Wed Aug 18 16:18:44 GMT 2021","5242","tests","log_out_test","","","","test_001_sign_in",""
"passed","Wed Aug 18 16:18:50 GMT 2021","Wed Aug 18 16:19:07 GMT 2021","16696","tests","mod_existing_data_test","","","","test_003_mod_data",""
"passed","Wed Aug 18 16:18:00 GMT 2021","Wed Aug 18 16:18:08 GMT 2021","8267","tests","cookie_test","","","","test_002_sign_in",""
"passed","Wed Aug 18 16:23:34 GMT 2021","Wed Aug 18 16:23:42 GMT 2021","8254","tests","sign_in_test","","","","test_001_sign_in",""
"passed","Wed Aug 18 16:18:11 GMT 2021","Wed Aug 18 16:18:25 GMT 2021","13399","tests","delete_article_test","","","","test_003_new_blog_post",""
"passed","Wed Aug 18 16:18:50 GMT 2021","Wed Aug 18 16:18:50 GMT 2021","23","tests","mod_existing_data_test","","","","test_002_user_check",""
"passed","Wed Aug 18 16:18:25 GMT 2021","Wed Aug 18 16:18:27 GMT 2021","2051","tests","delete_article_test","","","","test_004_user_page",""
"passed","Wed Aug 18 16:17:59 GMT 2021","Wed Aug 18 16:18:00 GMT 2021","365","tests","cookie_test","","","","test_001_cookie",""
"passed","Wed Aug 18 16:18:08 GMT 2021","Wed Aug 18 16:18:11 GMT 2021","3249","tests","delete_article_test","","","","test_001_sign_in",""
"passed","Wed Aug 18 16:23:32 GMT 2021","Wed Aug 18 16:23:32 GMT 2021","23","tests","save_data_frm_ui_test","","","","test_002_user_check",""
"passed","Wed Aug 18 16:18:08 GMT 2021","Wed Aug 18 16:18:08 GMT 2021","23","tests","cookie_test","","","","test_003_user_check",""
"passed","Wed Aug 18 16:19:10 GMT 2021","Wed Aug 18 16:19:12 GMT 2021","2047","tests","multiple_page_list_test","","","","test_003_user_page",""
"passed","Wed Aug 18 16:18:11 GMT 2021","Wed Aug 18 16:18:11 GMT 2021","23","tests","delete_article_test","","","","test_002_user_check",""
"passed","Wed Aug 18 16:18:44 GMT 2021","Wed Aug 18 16:18:44 GMT 2021","23","tests","log_out_test","","","","test_002_user_check",""
"passed","Wed Aug 18 16:23:13 GMT 2021","Wed Aug 18 16:23:15 GMT 2021","2060","tests","new_blog_post_test","","","","test_004_user_page_after",""
"passed","Wed Aug 18 16:23:42 GMT 2021","Wed Aug 18 16:23:43 GMT 2021","23","tests","sign_in_test","","","","test_002_user_check",""
"passed","Wed Aug 18 16:23:27 GMT 2021","Wed Aug 18 16:23:32 GMT 2021","5264","tests","save_data_frm_ui_test","","","","test_001_sign_in",""
"passed","Wed Aug 18 16:23:15 GMT 2021","Wed Aug 18 16:23:27 GMT 2021","11384","tests","registration_test","","","","test_001_registration",""
"passed","Wed Aug 18 16:19:12 GMT 2021","Wed Aug 18 16:19:12 GMT 2021","23","tests","multiple_page_list_test","","","","test_004_pages",""
"passed","Wed Aug 18 16:19:16 GMT 2021","Wed Aug 18 16:19:18 GMT 2021","2064","tests","new_blog_post_test","","","","test_002_user_page",""
"passed","Wed Aug 18 16:19:10 GMT 2021","Wed Aug 18 16:19:10 GMT 2021","23","tests","multiple_page_list_test","","","","test_002_user_check",""
"passed","Wed Aug 18 16:18:45 GMT 2021","Wed Aug 18 16:18:50 GMT 2021","5260","tests","mod_existing_data_test","","","","test_001_sign_in",""
"passed","Wed Aug 18 16:23:32 GMT 2021","Wed Aug 18 16:23:34 GMT 2021","2119","tests","save_data_frm_ui_test","","","","test_003_save_data",""
"passed","Wed Aug 18 16:19:07 GMT 2021","Wed Aug 18 16:19:10 GMT 2021","3250","tests","multiple_page_list_test","","","","test_001_sign_in",""
"broken","Wed Aug 18 16:19:12 GMT 2021","Wed Aug 18 16:19:12 GMT 2021","0","tests","multiple_page_list_test","","","","test_005_check_page_numbers",""
"passed","Wed Aug 18 16:18:44 GMT 2021","Wed Aug 18 16:18:45 GMT 2021","1068","tests","log_out_test","","","","test_003_log_out",""
"passed","Wed Aug 18 16:18:27 GMT 2021","Wed Aug 18 16:18:39 GMT 2021","12163","tests","delete_article_test","","","","test_005_delete_article",""
