"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Aug 13 16:06:41 GMT 2021","Fri Aug 13 16:06:49 GMT 2021","8230","tests","test_002","","","","test_001_sign_in",""
"passed","Fri Aug 13 16:07:25 GMT 2021","Fri Aug 13 16:07:41 GMT 2021","15835","tests","test_first","","","","test_new_blogpost",""
"passed","Fri Aug 13 16:06:33 GMT 2021","Fri Aug 13 16:06:41 GMT 2021","8252","tests","test_001","","","","test_002_sign_in",""
"broken","Fri Aug 13 16:07:03 GMT 2021","Fri Aug 13 16:07:03 GMT 2021","14","tests","test_003","","","","test_003_log_out",""
"broken","Fri Aug 13 16:06:58 GMT 2021","Fri Aug 13 16:07:03 GMT 2021","5014","tests","test_003","","","","test_001_new_blog_post",""
"passed","Fri Aug 13 16:06:24 GMT 2021","Fri Aug 13 16:06:33 GMT 2021","8456","tests","sign_in_test","","","","test_sign_in",""
"passed","Fri Aug 13 16:06:49 GMT 2021","Fri Aug 13 16:06:49 GMT 2021","21","tests","test_002","","","","test_002_user_check",""
"passed","Fri Aug 13 16:07:19 GMT 2021","Fri Aug 13 16:07:25 GMT 2021","6352","tests","test_first","","","","test_sign_in",""
"passed","Fri Aug 13 16:06:33 GMT 2021","Fri Aug 13 16:06:33 GMT 2021","393","tests","test_001","","","","test_001_cookie",""
"passed","Fri Aug 13 16:07:03 GMT 2021","Fri Aug 13 16:07:19 GMT 2021","15652","tests","test_first","","","","test_registration",""
"passed","Fri Aug 13 16:06:50 GMT 2021","Fri Aug 13 16:06:58 GMT 2021","8211","tests","test_003","","","","test_001_sign_in",""
"passed","Fri Aug 13 16:06:49 GMT 2021","Fri Aug 13 16:06:50 GMT 2021","48","tests","test_002","","","","test_003_log_out",""
