"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Aug 18 17:29:32 GMT 2021","Wed Aug 18 17:29:32 GMT 2021","25","tests","log_out_test","","","","test_002_user_check",""
"passed","Wed Aug 18 17:34:03 GMT 2021","Wed Aug 18 17:34:05 GMT 2021","2075","tests","new_blog_post_test","","","","test_004_user_page_after",""
"passed","Wed Aug 18 17:29:33 GMT 2021","Wed Aug 18 17:29:38 GMT 2021","5286","tests","mod_existing_data_test","","","","test_001_sign_in",""
"passed","Wed Aug 18 17:28:47 GMT 2021","Wed Aug 18 17:28:47 GMT 2021","490","tests","cookie_test","","","","test_001_cookie",""
"passed","Wed Aug 18 17:28:47 GMT 2021","Wed Aug 18 17:28:56 GMT 2021","8386","tests","cookie_test","","","","test_002_sign_in",""
"passed","Wed Aug 18 17:29:55 GMT 2021","Wed Aug 18 17:29:58 GMT 2021","3280","tests","multiple_page_list_test","","","","test_001_sign_in",""
"passed","Wed Aug 18 17:34:05 GMT 2021","Wed Aug 18 17:34:16 GMT 2021","11461","tests","registration_test","","","","test_001_registration",""
"passed","Wed Aug 18 17:34:21 GMT 2021","Wed Aug 18 17:34:24 GMT 2021","2142","tests","save_data_frm_ui_test","","","","test_003_save_data",""
"passed","Wed Aug 18 17:29:59 GMT 2021","Wed Aug 18 17:30:01 GMT 2021","2052","tests","multiple_page_list_test","","","","test_003_user_page",""
"passed","Wed Aug 18 17:29:27 GMT 2021","Wed Aug 18 17:29:32 GMT 2021","5283","tests","log_out_test","","","","test_001_sign_in",""
"passed","Wed Aug 18 17:28:59 GMT 2021","Wed Aug 18 17:28:59 GMT 2021","29","tests","delete_article_test","","","","test_002_user_check",""
"passed","Wed Aug 18 17:29:58 GMT 2021","Wed Aug 18 17:29:59 GMT 2021","28","tests","multiple_page_list_test","","","","test_002_user_check",""
"passed","Wed Aug 18 17:29:15 GMT 2021","Wed Aug 18 17:29:27 GMT 2021","12202","tests","delete_article_test","","","","test_005_delete_article",""
"passed","Wed Aug 18 17:29:13 GMT 2021","Wed Aug 18 17:29:15 GMT 2021","2060","tests","delete_article_test","","","","test_004_user_page",""
"passed","Wed Aug 18 17:29:38 GMT 2021","Wed Aug 18 17:29:39 GMT 2021","30","tests","mod_existing_data_test","","","","test_002_user_check",""
"passed","Wed Aug 18 17:28:59 GMT 2021","Wed Aug 18 17:29:13 GMT 2021","13462","tests","delete_article_test","","","","test_003_new_blog_post",""
"passed","Wed Aug 18 17:34:32 GMT 2021","Wed Aug 18 17:34:32 GMT 2021","30","tests","sign_in_test","","","","test_002_user_check",""
"passed","Wed Aug 18 17:28:56 GMT 2021","Wed Aug 18 17:28:56 GMT 2021","27","tests","cookie_test","","","","test_003_user_check",""
"passed","Wed Aug 18 17:34:21 GMT 2021","Wed Aug 18 17:34:21 GMT 2021","26","tests","save_data_frm_ui_test","","","","test_002_user_check",""
"passed","Wed Aug 18 17:30:06 GMT 2021","Wed Aug 18 17:34:03 GMT 2021","236628","tests","new_blog_post_test","","","","test_003_new_blog_post",""
"passed","Wed Aug 18 17:29:39 GMT 2021","Wed Aug 18 17:29:55 GMT 2021","16684","tests","mod_existing_data_test","","","","test_003_mod_data",""
"passed","Wed Aug 18 17:30:01 GMT 2021","Wed Aug 18 17:30:01 GMT 2021","31","tests","multiple_page_list_test","","","","test_004_pages",""
"passed","Wed Aug 18 17:34:24 GMT 2021","Wed Aug 18 17:34:32 GMT 2021","8309","tests","sign_in_test","","","","test_001_sign_in",""
"passed","Wed Aug 18 17:29:32 GMT 2021","Wed Aug 18 17:29:33 GMT 2021","1081","tests","log_out_test","","","","test_003_log_out",""
"passed","Wed Aug 18 17:28:56 GMT 2021","Wed Aug 18 17:28:59 GMT 2021","3282","tests","delete_article_test","","","","test_001_sign_in",""
"passed","Wed Aug 18 17:30:04 GMT 2021","Wed Aug 18 17:30:06 GMT 2021","2072","tests","new_blog_post_test","","","","test_002_user_page",""
"passed","Wed Aug 18 17:30:01 GMT 2021","Wed Aug 18 17:30:04 GMT 2021","3270","tests","new_blog_post_test","","","","test_001_login",""
"passed","Wed Aug 18 17:34:16 GMT 2021","Wed Aug 18 17:34:21 GMT 2021","5284","tests","save_data_frm_ui_test","","","","test_001_sign_in",""
