"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Fri Aug 13 17:51:09 GMT 2021","Fri Aug 13 17:51:14 GMT 2021","5018","tests","test_003","","","","test_sign_in",""
"passed","Fri Aug 13 17:50:52 GMT 2021","Fri Aug 13 17:50:53 GMT 2021","401","tests","test_001","","","","test_001_cookie",""
"passed","Fri Aug 13 17:51:09 GMT 2021","Fri Aug 13 17:51:09 GMT 2021","30","tests","test_002","","","","test_002_user_check",""
"passed","Fri Aug 13 17:51:36 GMT 2021","Fri Aug 13 17:51:52 GMT 2021","15924","tests","test_first","","","","test_new_blogpost",""
"broken","Fri Aug 13 17:51:14 GMT 2021","Fri Aug 13 17:51:14 GMT 2021","16","tests","test_003","","","","test_003_log_out",""
"broken","Fri Aug 13 17:50:47 GMT 2021","Fri Aug 13 17:50:52 GMT 2021","5019","tests","sign_in_test","","","","test_sign_in",""
"broken","Fri Aug 13 17:51:14 GMT 2021","Fri Aug 13 17:51:14 GMT 2021","16","tests","test_003","","","","test_002_new_blog_post",""
"passed","Fri Aug 13 17:50:53 GMT 2021","Fri Aug 13 17:51:01 GMT 2021","8288","tests","test_001","","","","test_002_sign_in",""
"passed","Fri Aug 13 17:51:01 GMT 2021","Fri Aug 13 17:51:09 GMT 2021","8255","tests","test_002","","","","test_001_sign_in",""
"passed","Fri Aug 13 17:51:30 GMT 2021","Fri Aug 13 17:51:36 GMT 2021","6389","tests","test_first","","","","test_sign_in",""
"passed","Fri Aug 13 17:51:14 GMT 2021","Fri Aug 13 17:51:30 GMT 2021","15728","tests","test_first","","","","test_registration",""
"passed","Fri Aug 13 17:51:09 GMT 2021","Fri Aug 13 17:51:09 GMT 2021","62","tests","test_002","","","","test_003_log_out",""
