"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Aug 18 11:58:13 GMT 2021","Wed Aug 18 11:58:15 GMT 2021","2074","tests","delete_article_test","","","","test_004_user_page",""
"passed","Wed Aug 18 11:58:33 GMT 2021","Wed Aug 18 11:58:33 GMT 2021","25","tests","mod_existing_data_test","","","","test_002_user_check",""
"passed","Wed Aug 18 11:58:50 GMT 2021","Wed Aug 18 11:58:53 GMT 2021","3296","tests","multiple_page_list_test","","","","test_001_sign_in",""
"passed","Wed Aug 18 11:58:00 GMT 2021","Wed Aug 18 11:58:13 GMT 2021","13500","tests","delete_article_test","","","","test_003_new_blog_post",""
"passed","Wed Aug 18 11:58:27 GMT 2021","Wed Aug 18 11:58:33 GMT 2021","5309","tests","mod_existing_data_test","","","","test_001_sign_in",""
"passed","Wed Aug 18 11:58:15 GMT 2021","Wed Aug 18 11:58:27 GMT 2021","12199","tests","delete_article_test","","","","test_005_delete_article",""
"passed","Wed Aug 18 11:58:59 GMT 2021","Wed Aug 18 11:59:10 GMT 2021","11480","tests","registration_test","","","","test_001_registration",""
"passed","Wed Aug 18 11:58:33 GMT 2021","Wed Aug 18 11:58:50 GMT 2021","16716","tests","mod_existing_data_test","","","","test_003_mod_data",""
"passed","Wed Aug 18 11:58:53 GMT 2021","Wed Aug 18 11:58:55 GMT 2021","2052","tests","multiple_page_list_test","","","","test_003_user_page",""
"passed","Wed Aug 18 11:58:53 GMT 2021","Wed Aug 18 11:58:53 GMT 2021","26","tests","multiple_page_list_test","","","","test_002_user_check",""
"passed","Wed Aug 18 11:59:18 GMT 2021","Wed Aug 18 11:59:26 GMT 2021","8310","tests","sign_in_test","","","","test_sign_in",""
"passed","Wed Aug 18 11:59:43 GMT 2021","Wed Aug 18 11:59:43 GMT 2021","27","tests","test_002","","","","test_002_user_check",""
"passed","Wed Aug 18 11:59:35 GMT 2021","Wed Aug 18 11:59:43 GMT 2021","8313","tests","test_002","","","","test_001_sign_in",""
"passed","Wed Aug 18 11:59:26 GMT 2021","Wed Aug 18 11:59:27 GMT 2021","504","tests","test_001","","","","test_001_cookie",""
"passed","Wed Aug 18 11:59:43 GMT 2021","Wed Aug 18 11:59:47 GMT 2021","3322","tests","test_003","","","","test_001_login",""
"passed","Wed Aug 18 11:57:56 GMT 2021","Wed Aug 18 11:58:00 GMT 2021","3328","tests","delete_article_test","","","","test_001_sign_in",""
"passed","Wed Aug 18 11:59:43 GMT 2021","Wed Aug 18 11:59:43 GMT 2021","55","tests","test_002","","","","test_003_log_out",""
"passed","Wed Aug 18 11:59:27 GMT 2021","Wed Aug 18 11:59:35 GMT 2021","8309","tests","test_001","","","","test_002_sign_in",""
"passed","Wed Aug 18 11:59:47 GMT 2021","Wed Aug 18 12:03:44 GMT 2021","236934","tests","test_003","","","","test_002_new_blog_post",""
"passed","Wed Aug 18 11:58:00 GMT 2021","Wed Aug 18 11:58:00 GMT 2021","26","tests","delete_article_test","","","","test_002_user_check",""
"passed","Wed Aug 18 11:59:16 GMT 2021","Wed Aug 18 11:59:16 GMT 2021","27","tests","save_data_frm_ui_test","","","","test_002_user_check",""
"passed","Wed Aug 18 11:59:10 GMT 2021","Wed Aug 18 11:59:16 GMT 2021","5286","tests","save_data_frm_ui_test","","","","test_001_sign_in",""
"passed","Wed Aug 18 11:59:16 GMT 2021","Wed Aug 18 11:59:18 GMT 2021","2143","tests","save_data_frm_ui_test","","","","test_003_save_data",""
"passed","Wed Aug 18 11:58:55 GMT 2021","Wed Aug 18 11:58:59 GMT 2021","4029","tests","multiple_page_list_test","","","","test_005_pages",""
