"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Aug 18 16:44:41 GMT 2021","Wed Aug 18 16:44:50 GMT 2021","8321","tests","cookie_test","","","","test_002_sign_in",""
"passed","Wed Aug 18 16:44:50 GMT 2021","Wed Aug 18 16:44:53 GMT 2021","3318","tests","delete_article_test","","","","test_001_sign_in",""
"passed","Wed Aug 18 16:45:49 GMT 2021","Wed Aug 18 16:45:52 GMT 2021","3362","tests","multiple_page_list_test","","","","test_001_sign_in",""
"passed","Wed Aug 18 16:45:26 GMT 2021","Wed Aug 18 16:45:26 GMT 2021","27","tests","log_out_test","","","","test_002_user_check",""
"passed","Wed Aug 18 16:50:16 GMT 2021","Wed Aug 18 16:50:16 GMT 2021","29","tests","save_data_frm_ui_test","","","","test_002_user_check",""
"passed","Wed Aug 18 16:45:55 GMT 2021","Wed Aug 18 16:45:58 GMT 2021","3360","tests","new_blog_post_test","","","","test_001_login",""
"passed","Wed Aug 18 16:45:21 GMT 2021","Wed Aug 18 16:45:26 GMT 2021","5297","tests","log_out_test","","","","test_001_sign_in",""
"passed","Wed Aug 18 16:50:26 GMT 2021","Wed Aug 18 16:50:26 GMT 2021","27","tests","sign_in_test","","","","test_002_user_check",""
"passed","Wed Aug 18 16:45:52 GMT 2021","Wed Aug 18 16:45:52 GMT 2021","30","tests","multiple_page_list_test","","","","test_002_user_check",""
"passed","Wed Aug 18 16:45:32 GMT 2021","Wed Aug 18 16:45:32 GMT 2021","27","tests","mod_existing_data_test","","","","test_002_user_check",""
"passed","Wed Aug 18 16:45:27 GMT 2021","Wed Aug 18 16:45:32 GMT 2021","5303","tests","mod_existing_data_test","","","","test_001_sign_in",""
"passed","Wed Aug 18 16:44:50 GMT 2021","Wed Aug 18 16:44:50 GMT 2021","28","tests","cookie_test","","","","test_003_user_check",""
"passed","Wed Aug 18 16:46:00 GMT 2021","Wed Aug 18 16:49:57 GMT 2021","236703","tests","new_blog_post_test","","","","test_003_new_blog_post",""
"passed","Wed Aug 18 16:50:16 GMT 2021","Wed Aug 18 16:50:18 GMT 2021","2145","tests","save_data_frm_ui_test","","","","test_003_save_data",""
"passed","Wed Aug 18 16:50:18 GMT 2021","Wed Aug 18 16:50:26 GMT 2021","8291","tests","sign_in_test","","","","test_001_sign_in",""
"passed","Wed Aug 18 16:50:11 GMT 2021","Wed Aug 18 16:50:16 GMT 2021","5340","tests","save_data_frm_ui_test","","","","test_001_sign_in",""
"passed","Wed Aug 18 16:45:52 GMT 2021","Wed Aug 18 16:45:55 GMT 2021","2072","tests","multiple_page_list_test","","","","test_003_user_page",""
"passed","Wed Aug 18 16:44:53 GMT 2021","Wed Aug 18 16:45:06 GMT 2021","13486","tests","delete_article_test","","","","test_003_new_blog_post",""
"passed","Wed Aug 18 16:45:06 GMT 2021","Wed Aug 18 16:45:08 GMT 2021","2058","tests","delete_article_test","","","","test_004_user_page",""
"passed","Wed Aug 18 16:45:55 GMT 2021","Wed Aug 18 16:45:55 GMT 2021","215","tests","multiple_page_list_test","","","","test_004_pages",""
"passed","Wed Aug 18 16:45:58 GMT 2021","Wed Aug 18 16:46:00 GMT 2021","2086","tests","new_blog_post_test","","","","test_002_user_page",""
"passed","Wed Aug 18 16:45:32 GMT 2021","Wed Aug 18 16:45:49 GMT 2021","16710","tests","mod_existing_data_test","","","","test_003_mod_data",""
"passed","Wed Aug 18 16:45:08 GMT 2021","Wed Aug 18 16:45:21 GMT 2021","12190","tests","delete_article_test","","","","test_005_delete_article",""
"passed","Wed Aug 18 16:44:53 GMT 2021","Wed Aug 18 16:44:53 GMT 2021","27","tests","delete_article_test","","","","test_002_user_check",""
"passed","Wed Aug 18 16:44:41 GMT 2021","Wed Aug 18 16:44:41 GMT 2021","441","tests","cookie_test","","","","test_001_cookie",""
"passed","Wed Aug 18 16:49:59 GMT 2021","Wed Aug 18 16:50:11 GMT 2021","11457","tests","registration_test","","","","test_001_registration",""
"passed","Wed Aug 18 16:45:26 GMT 2021","Wed Aug 18 16:45:27 GMT 2021","1082","tests","log_out_test","","","","test_003_log_out",""
"failed","Wed Aug 18 16:49:57 GMT 2021","Wed Aug 18 16:49:59 GMT 2021","2071","tests","new_blog_post_test","","","","test_004_user_page_after",""
