"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Aug 18 11:39:41 GMT 2021","Wed Aug 18 11:39:41 GMT 2021","22","tests","delete_article_test","","","","test_002_user_check",""
"passed","Wed Aug 18 11:39:41 GMT 2021","Wed Aug 18 11:39:54 GMT 2021","13414","tests","delete_article_test","","","","test_003_new_blog_post",""
"passed","Wed Aug 18 11:40:56 GMT 2021","Wed Aug 18 11:40:56 GMT 2021","22","tests","save_data_frm_ui_test","","","","test_002_user_check",""
"passed","Wed Aug 18 11:40:14 GMT 2021","Wed Aug 18 11:40:30 GMT 2021","16592","tests","mod_existing_data_test","","","","test_003_mod_data",""
"passed","Wed Aug 18 11:40:58 GMT 2021","Wed Aug 18 11:41:07 GMT 2021","8262","tests","sign_in_test","","","","test_sign_in",""
"passed","Wed Aug 18 11:41:15 GMT 2021","Wed Aug 18 11:41:24 GMT 2021","8282","tests","test_002","","","","test_001_sign_in",""
"passed","Wed Aug 18 11:41:24 GMT 2021","Wed Aug 18 11:41:24 GMT 2021","43","tests","test_002","","","","test_003_log_out",""
"passed","Wed Aug 18 11:40:30 GMT 2021","Wed Aug 18 11:40:33 GMT 2021","3248","tests","multiple_page_list_test","","","","test_001_sign_in",""
"passed","Wed Aug 18 11:41:24 GMT 2021","Wed Aug 18 11:41:27 GMT 2021","3251","tests","test_003","","","","test_001_login",""
"passed","Wed Aug 18 11:41:24 GMT 2021","Wed Aug 18 11:41:24 GMT 2021","23","tests","test_002","","","","test_002_user_check",""
"passed","Wed Aug 18 11:40:51 GMT 2021","Wed Aug 18 11:40:56 GMT 2021","5254","tests","save_data_frm_ui_test","","","","test_001_sign_in",""
"passed","Wed Aug 18 11:40:56 GMT 2021","Wed Aug 18 11:40:58 GMT 2021","2113","tests","save_data_frm_ui_test","","","","test_003_save_data",""
"passed","Wed Aug 18 11:40:14 GMT 2021","Wed Aug 18 11:40:14 GMT 2021","23","tests","mod_existing_data_test","","","","test_002_user_check",""
"passed","Wed Aug 18 11:40:08 GMT 2021","Wed Aug 18 11:40:14 GMT 2021","5245","tests","mod_existing_data_test","","","","test_001_sign_in",""
"passed","Wed Aug 18 11:40:40 GMT 2021","Wed Aug 18 11:40:51 GMT 2021","11396","tests","registration_test","","","","test_registration",""
"passed","Wed Aug 18 11:41:27 GMT 2021","Wed Aug 18 11:45:23 GMT 2021","235739","tests","test_003","","","","test_002_new_blog_post",""
"passed","Wed Aug 18 11:41:07 GMT 2021","Wed Aug 18 11:41:07 GMT 2021","381","tests","test_001","","","","test_001_cookie",""
"passed","Wed Aug 18 11:39:37 GMT 2021","Wed Aug 18 11:39:41 GMT 2021","3501","tests","delete_article_test","","","","test_001_sign_in",""
"passed","Wed Aug 18 11:41:07 GMT 2021","Wed Aug 18 11:41:15 GMT 2021","8290","tests","test_001","","","","test_002_sign_in",""
"passed","Wed Aug 18 11:39:54 GMT 2021","Wed Aug 18 11:39:56 GMT 2021","2049","tests","delete_article_test","","","","test_004_user_page",""
"passed","Wed Aug 18 11:40:36 GMT 2021","Wed Aug 18 11:40:40 GMT 2021","4027","tests","multiple_page_list_test","","","","test_005_pages",""
"passed","Wed Aug 18 11:40:34 GMT 2021","Wed Aug 18 11:40:36 GMT 2021","2053","tests","multiple_page_list_test","","","","test_003_user_page",""
"passed","Wed Aug 18 11:39:56 GMT 2021","Wed Aug 18 11:40:08 GMT 2021","12157","tests","delete_article_test","","","","test_005_delete_article",""
"passed","Wed Aug 18 11:40:33 GMT 2021","Wed Aug 18 11:40:34 GMT 2021","22","tests","multiple_page_list_test","","","","test_002_user_check",""
