"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sat Aug 14 19:13:40 GMT 2021","Sat Aug 14 19:13:40 GMT 2021","85","tests","test_002","","","","test_003_log_out",""
"passed","Sat Aug 14 19:13:15 GMT 2021","Sat Aug 14 19:13:23 GMT 2021","8373","tests","sign_in_test","","","","test_sign_in",""
"passed","Sat Aug 14 19:13:23 GMT 2021","Sat Aug 14 19:13:24 GMT 2021","430","tests","test_001","","","","test_001_cookie",""
"passed","Sat Aug 14 19:13:32 GMT 2021","Sat Aug 14 19:13:40 GMT 2021","8310","tests","test_002","","","","test_001_sign_in",""
"passed","Sat Aug 14 19:13:40 GMT 2021","Sat Aug 14 19:13:44 GMT 2021","3268","tests","test_003","","","","test_001_login",""
"passed","Sat Aug 14 19:13:40 GMT 2021","Sat Aug 14 19:13:40 GMT 2021","25","tests","test_002","","","","test_002_user_check",""
"passed","Sat Aug 14 19:13:24 GMT 2021","Sat Aug 14 19:13:32 GMT 2021","8304","tests","test_001","","","","test_002_sign_in",""
"broken","Sat Aug 14 19:13:44 GMT 2021","Sat Aug 14 19:13:49 GMT 2021","5112","tests","test_003","","","","test_002_new_blog_post",""
