"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Aug 13 15:40:04 GMT 2021","Fri Aug 13 15:40:04 GMT 2021","52","tests","test_002","","","","test_003_log_out",""
"passed","Fri Aug 13 15:39:47 GMT 2021","Fri Aug 13 15:39:48 GMT 2021","392","tests","test_001","","","","test_002_cookie",""
"passed","Fri Aug 13 15:40:33 GMT 2021","Fri Aug 13 15:40:40 GMT 2021","6339","tests","test_first","","","","test_sign_in",""
"passed","Fri Aug 13 15:40:18 GMT 2021","Fri Aug 13 15:40:33 GMT 2021","15687","tests","test_first","","","","test_registration",""
"passed","Fri Aug 13 15:40:04 GMT 2021","Fri Aug 13 15:40:04 GMT 2021","24","tests","test_002","","","","test_002_user_check",""
"broken","Fri Aug 13 15:40:18 GMT 2021","Fri Aug 13 15:40:18 GMT 2021","13","tests","test_003","","","","test_003_log_out",""
"passed","Fri Aug 13 15:39:56 GMT 2021","Fri Aug 13 15:40:04 GMT 2021","8236","tests","test_002","","","","test_001_sign_in",""
"passed","Fri Aug 13 15:39:48 GMT 2021","Fri Aug 13 15:39:56 GMT 2021","8260","tests","test_001","","","","test_002_sign_in",""
"passed","Fri Aug 13 15:40:04 GMT 2021","Fri Aug 13 15:40:12 GMT 2021","8224","tests","test_003","","","","test_001_sign_in",""
"passed","Fri Aug 13 15:40:40 GMT 2021","Fri Aug 13 15:40:55 GMT 2021","15810","tests","test_first","","","","test_new_blogpost",""
"broken","Fri Aug 13 15:40:12 GMT 2021","Fri Aug 13 15:40:17 GMT 2021","5021","tests","test_003","","","","test_002_new_blog_post",""
