"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Aug 18 12:32:19 GMT 2021","Wed Aug 18 12:32:31 GMT 2021","12163","tests","delete_article_test","","","","test_005_delete_article",""
"passed","Wed Aug 18 12:31:52 GMT 2021","Wed Aug 18 12:32:00 GMT 2021","8258","tests","cookie_test","","","","test_002_sign_in",""
"passed","Wed Aug 18 12:32:57 GMT 2021","Wed Aug 18 12:32:57 GMT 2021","22","tests","multiple_page_list_test","","","","test_002_user_check",""
"passed","Wed Aug 18 12:32:53 GMT 2021","Wed Aug 18 12:32:57 GMT 2021","3255","tests","multiple_page_list_test","","","","test_001_sign_in",""
"passed","Wed Aug 18 12:33:38 GMT 2021","Wed Aug 18 12:33:38 GMT 2021","47","tests","test_002","","","","test_003_log_out",""
"passed","Wed Aug 18 12:32:00 GMT 2021","Wed Aug 18 12:32:01 GMT 2021","23","tests","cookie_test","","","","test_003_user_check",""
"passed","Wed Aug 18 12:33:14 GMT 2021","Wed Aug 18 12:33:19 GMT 2021","5264","tests","save_data_frm_ui_test","","","","test_001_sign_in",""
"passed","Wed Aug 18 12:32:57 GMT 2021","Wed Aug 18 12:32:59 GMT 2021","2048","tests","multiple_page_list_test","","","","test_003_user_page",""
"passed","Wed Aug 18 12:33:41 GMT 2021","Wed Aug 18 12:37:37 GMT 2021","236043","tests","test_003","","","","test_002_new_blog_post",""
"passed","Wed Aug 18 12:33:38 GMT 2021","Wed Aug 18 12:33:41 GMT 2021","3251","tests","test_003","","","","test_001_login",""
"passed","Wed Aug 18 12:32:04 GMT 2021","Wed Aug 18 12:32:04 GMT 2021","24","tests","delete_article_test","","","","test_002_user_check",""
"passed","Wed Aug 18 12:32:04 GMT 2021","Wed Aug 18 12:32:17 GMT 2021","13439","tests","delete_article_test","","","","test_003_new_blog_post",""
"passed","Wed Aug 18 12:31:52 GMT 2021","Wed Aug 18 12:31:52 GMT 2021","399","tests","cookie_test","","","","test_001_cookie",""
"passed","Wed Aug 18 12:33:30 GMT 2021","Wed Aug 18 12:33:30 GMT 2021","24","tests","sign_in_test","","","","test_002_user_check",""
"passed","Wed Aug 18 12:32:17 GMT 2021","Wed Aug 18 12:32:19 GMT 2021","2045","tests","delete_article_test","","","","test_004_user_page",""
"passed","Wed Aug 18 12:32:59 GMT 2021","Wed Aug 18 12:33:03 GMT 2021","4024","tests","multiple_page_list_test","","","","test_005_pages",""
"passed","Wed Aug 18 12:32:01 GMT 2021","Wed Aug 18 12:32:04 GMT 2021","3250","tests","delete_article_test","","","","test_001_sign_in",""
"passed","Wed Aug 18 12:33:03 GMT 2021","Wed Aug 18 12:33:14 GMT 2021","11397","tests","registration_test","","","","test_001_registration",""
"passed","Wed Aug 18 12:33:30 GMT 2021","Wed Aug 18 12:33:38 GMT 2021","8260","tests","test_002","","","","test_001_sign_in",""
"passed","Wed Aug 18 12:33:38 GMT 2021","Wed Aug 18 12:33:38 GMT 2021","26","tests","test_002","","","","test_002_user_check",""
"passed","Wed Aug 18 12:33:21 GMT 2021","Wed Aug 18 12:33:30 GMT 2021","8304","tests","sign_in_test","","","","test_001_sign_in",""
"passed","Wed Aug 18 12:33:19 GMT 2021","Wed Aug 18 12:33:19 GMT 2021","27","tests","save_data_frm_ui_test","","","","test_002_user_check",""
"passed","Wed Aug 18 12:33:19 GMT 2021","Wed Aug 18 12:33:21 GMT 2021","2129","tests","save_data_frm_ui_test","","","","test_003_save_data",""
"passed","Wed Aug 18 12:32:37 GMT 2021","Wed Aug 18 12:32:37 GMT 2021","21","tests","mod_existing_data_test","","","","test_002_user_check",""
"passed","Wed Aug 18 12:32:31 GMT 2021","Wed Aug 18 12:32:37 GMT 2021","5252","tests","mod_existing_data_test","","","","test_001_sign_in",""
"passed","Wed Aug 18 12:32:37 GMT 2021","Wed Aug 18 12:32:53 GMT 2021","16586","tests","mod_existing_data_test","","","","test_003_mod_data",""
